Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country,latitude,longitude
芙蓉中华校友会 ,"Persatuan Bekas Murid Chung Hua,Seremban ",Chung Hua Old Students Association ,"190, Tingkat 3, Wisma Chung Hua, Jalan Tuanku Munawir, 70000 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.7306618,101.9346286
芙蓉新华校友会 ,Persatuan Murid Tua SRJK(C) Sin Hua Seremban Negeri Sembilan,,"611,Tingkat 11, Taman Yoon Chan, 70100 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.696512,101.953688
吉打嶙华小校友会 ,Persatuan Murid Murid Tua Sek. Petaling Jelebu ,Petaling School Old Pupils Association Jelebu ,"51, Jalan Triang, Kg Baru Petaling, 71600 Kuala Klawang, Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.9488867,102.0585024
葫芦顶新村华小校友会 ,Persatuan Murid Murid Tua SRJK(C) Kg. Baru Pertang Negeri Sembilan ,,"5, Jalan Tambah Tin Pertang, Jelebu, Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.4798445,102.0282118
淡边中华校友会 ,Persatuan Murid Murid Tua Sek. Chung Hua Tampin Negeri Sembilan ,,"80A, New Village, 73000 Tampin, Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.4814216,102.24178
假期师训同学会 ,,The Negeri Sembilan Trained Chinese Teachers Association ,"SRJK (C) Bahau 72100 Bahau, Jempol Negeri Sembilan.",Negeri Sembilan,文教,234,Malaysia,2.808156,102.391281
利民济新民校友会 ,Persatuan Bekas Murid SRJK(C) Sin Min Gemencheh Negeri Sembilan,,"2, Gemencheh Lama, 73200 Gemencheh, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.5391895,102.3933154
芦骨中华校友会 ,Persatuan Murid Murid Tua Chung Hwa Lukut Port Dickson Negeri Sembilan ,,"4358Jaman Aman,71010 Lukut Port Dickson,Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.5690046,101.8276615
三民校友会 ,,Seremban San Min School Old Students' Association ,"34, Jalan Tuanku Munawir, 70000 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.7243326,101.9376669
森美兰华校董事合会,Majlis Lembaga Lembaga Pengurus Sek.Cina Negeri Sembilan,Negeri Sembilan Chinese Scheel Committee Council ,"96, Jalan Temiang, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.7353425,101.9380736
拉坑新村华小校友会 ,Persatuan Murid Murid Tua SRJK(C) Kg. Baru Rahang Seremban Negeri Sembilan,,"70,Kg.Baru Rahang Seremban, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.6951724,101.9629727
芙蓉将军坛 ,Tokong Chong Kuan Tan Seremban Negeri Sembilan,,"73,Kg. Baru Rahang Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.6950724,101.9629727
宁宜中平校友会 ,,Chung Pin School Past Pupils Association Linggi Negeri Sembilan ,"30, Main Road, Linggi, Port Dickson, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.486559,102.0099481
柔和育才校友会,,The Johol Yuk Chai Chinese School Old Pupils’ Association ,"67, Jalan BesarJohoLKuala Pilah, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.8104937,102.4026271
森美兰不昉士培华校友会,Persatuan Murid-Murid Tua Sekolah Pei Hwa Pedas Negeri Sembilan ,,"39, Jalan Besar, 71400 Pedas, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.5711252,102.0375565
马口启文校友会,Persatuan Murid Murid Tua Sekolan Chi Wen Bahau Negeri Sembilan ,,"33, Jalan Ria 2, Jalan Rompin, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,文教,235,Malaysia,2.800398,102.413764
文丁中华校友会  ,Persatuan Murid -Murid Tua Chung Hua Mantin ,Chung Hua Old Boys Association ,"99, Kawasan Hijau,71700 Mantin, Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.8457454,101.8549588
文丁谭公庙 ,Tokong Tham Koong Mantin Negeri Sembilan ,,"Kawasan Merah, 71700 Mantin, Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,246,Malaysia,2.8456454,101.8549588
武来岸新村华小校友会 ,Persatuan Murid Murid Tua SRJK(C) Kam pung Baru Brogo Negeri Sembilan ,,"SRJK (C) Kam pung Baru Broga, 71750 Broga, Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.9370805,101.9113782
万茂新村华小校友会 ,Persatuan Murid Murid Tua SRJK(C) Kg. Baru Mam bau Seremban Negeri Sembilan,,"SRJK (C) Kam pung Baru Membau, Seremban, Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.669225,101.9181139
小甘密华小校友会 ,Persatuan Murid Murid Tua Sekolah Cina Sikamat Seremban Negeri Sembilan ,,"94, Sikamat New Village, Seremban, Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.76091,101.991002
忠诚园三保庙,Persatuan Pengikut Rumah Berhala Sam Boh Taman Jujur Seremban Negeri Sembilan,,"Lot 1541/415, Taman Jujurjalan Sikamat 70400 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,247,Malaysia,2.76081,101.991002
森美兰摄影学会 ,Pertubuhan Senifoto Negeri Sembilan ,The Photographic Society Of Negeri Sembilan,"C /0 Alphaplus Studio & Color Lab, 42 GF Jalan Dato’ Sheikh Ahmad, 70000 Seremban，Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.724141,101.939072
幼稚园教师公'会 ,Persatuan Guru-Guru Tadika Negeri Sembilan,,"135, Seremban Garden, 70450 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,236,Malaysia,2.6999818,101.967095
白平四面佛(先师坛)庙  ,Persatuan Penganut Rumah Berhala Bai Peng Si Mian Fu(Xian Shi Tam) Bukit Pelandok Negeri Sembilan.,,"10, Jalan Haiwan, 71960 Bukit Pelandok, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.6546996,101.7548884
波德申发祖公 ,Persatuan Penganut Dewa Fatt Chu Kong Port Dickson Negeri Sembilan,,"Kg Arab, Jalan PD By Pass, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.5298327,101.800651
波德申德教会紫德阁  ,Persatuan Pendidikan Akhlak Che Teck Khor,Che teck Khor Moral Uplifting Society ,"176, Jalan Tuan Sheikh, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.498647,101.838627
波德申德教会紫德阁 ,Persatuan Pendidekan Akhlak Che Tek Khor Port Dickson ,,"176,Jalan Tuan Sheikh, 71000 Port Dickson,Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.498547,101.838627
直落甘望中华校友会,Persatuan Murid Murid Tua Sekolah Chung Hwa Telok Kemang ,,"D/A, Jokong Hoon Leong,Bt 6,Jalan Pantai, 71050 Si-Rusa, Telok Kemang, Negeri Sembilan",Negeri Sembilan,文教,237,Malaysia,2.4952263,101.8400196
安斗竹林园庙 ,Rumah Berhala Chok Lam Yam Rantau Negeri Sembilan ,,"19，1/4 km, Jalan Kg Pening, 71200 Rantau, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.588991,101.9636798
安斗闽南公所 ,Persatuan Man Nam Kong Soh Rantau Negeri Sembilan,,"111.Main Road,Rantau, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.588916,101.9637231
安斗佛教会 ,Persatuan Agama Buddha Rantau Negeri Sembilan,Negeri Sembilan Rantau Buddhist Association,"3713/67Jaman Pasir Mas, 71200 Rantau, Negeri Sembilan",Negeri Sembilan,宗教,248,Malaysia,2.588916,101.9636365
中英校友会  ,,The Anglo Chinese School Old Student Association,"282, Jalan Temiang 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,文教,237,Malaysia,2.7418994,101.9391804
振华校友会 ,,Chan Wa School Old Students Association ,"324, Taman Union, Jalan Limbok, 70200 Serembam, Negeri Sembilan",Negeri Sembilan,文教,237,Malaysia,2.7342567,101.9404302
芙蓉福建普渡联谊会,"Pertubuhan Po Toh Kaum Hokkien Seremban, Negeri Sembilan",,"323, Jalan Limbok, Seremban, Negeri Sembilan. ",Negeri Sembilan,宗教,239,Malaysia,2.7341567,101.9404302
安斗锦发神庙  ,Persatuan Penganut Dewa Kam Fatt Rantau Negeri Sembilan,,"Lot 10475, Bt 5 3 /4, Jalan Kuala Sawah, 70300 Mukim Rantau, Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.633144,101.9674048
庇唠三圣宫委员会 ,Pertubuhan Penganut Tokong Sam Seng Keong Kuala Pilah Negeri Sembilan ,,"376, Jalan Lister Kuala Pilah,72000,Negeri Sembilan.",Negeri Sembilan,宗教,237,Malaysia,2.7445083,102.2478975
瓜拉比劳昆义俱乐部  ,,Koong Yee Club,"67, 1st Floor, Jalan Lister, 72000 Kuala Pilah,Negeri Sembilan.",Negeri Sembilan,体育联谊,248,Malaysia,2.7444083,102.2478975
马口艺术协会 ,Persatuan Seni Bahau ,,"55, Jalan Besar, 72100 Bahau, Negeri Sembilan",Negeri Sembilan,文教,237,Malaysia,2.810445,102.4025771
马口象棋公会 ,Persatuan Catur China Bahau,,"55 Jalan Besar, 72100 Bahau, Negeri Sembilan",Negeri Sembilan,体育联谊,249,Malaysia,2.810345,102.4025771
波德申西天笑佛爷庙 ,Pertubuhan Penganut Dewa Sai Thin Siew Fatt Yea Kg. Gopal Rajoo Port Dickson Negeri Sembilan,,"568, Kg. Gopal Rajoo, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5142324,101.900579
波德申真光道堂,Persatuan Penganut Buddha Chin Kong Toh Tong Port Dickson Negeri Sembilan,,"Lot 1318, Jalan Kg Arnab, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5141574,101.9006223
波德申关帝庙 ,Pertubuhan Pengikut Dewa Kuan Dai Kampung Gopal Rajoo Port Dickson Negeri Sembilan,,"Lot 3,Kg. Gopal Rajoo, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5141574,101.9005357
丹那美拉C新村南海观音 ,Pertubuhan Penganut Dewi Nam Hai Kuan Eng Kg Seri Desa Site C Tanah Merah Negeri Sembilan,,"46,Kg Seri Desa Site C, Taman Merah, 71960, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.6158902,101.800379
丹那美拉C村观音信善会,Pertubuhan Penganut Dewi Kuan Yin Taman Jimah Jaya Tanah Merah Site C Seremban Negeri Sembilan.,,"Lot 1478Jaman Jimah Jaya, Tanah Merah Site C, 71960 Seremban.Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.6157902,101.800379
丹那美拉A新村佛教会,Pertubuhan Penganut Penganut Tokong Kampung Baru Tanah Merah Site A Negeri Sembilan,,"68, Kampung Baru, Tanah Merah Site A, Negeri Sembilan",Negeri Sembilan,宗教,238,Malaysia,2.4969722,101.8574812
波德申伊曼纽浸信教会 ,Pertubuhan Pengikut Emmanuel Baptist Port Dickson Negeri Sembilan,,"914(2nd Floor), Jalan Lama, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5259268,101.7980182
波德申将军圣宫,Pertubuhan Pengikut Tokong Chong Koong Sing Kung Port Dickson Negeri Sembilan,,"Lot 301,281-C, Kg. Ayer Meleleh, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5342828,101.7984259
波德申甘榜阿纳七姐庙 ,Pertubuhan Pengurusan Tokong Tujuh Puteri Kg. Arab Port Dickson Negeri Sembilan ,,"PT No 6421,Kg. Arab, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.5314817,101.8093814
船头拿督公庙,Persatuan Pengikut Na Tok Kong Pengkalan Kempas Linggi Negeri Sembilan,,"5, Jalan Besar Pengkalan Kempas, 71150 Linggi Negeri Sembilan.",Negeri Sembilan,宗教,238,Malaysia,2.4414785,102.0106437
船头红香娘神庙 ,Pertubuhan Penganut Penganut Rumah Berhala Ang Heo Neo Pengkalan Kempas Linggi Negeri Sembilan,,"21,Pekan Pengkalan Kempas,71150 Linggi Negeri Sembilan",Negeri Sembilan,宗教,238,Malaysia,2.442857,102.0069022
芙蓉阿密陀巴佛教会  ,Persatuan Penganut Agama Buddha Amitabha Seremban Negeri Sembilan,,"26-1,Jalan S2 B1,Lake View Square, 27020 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,239,Malaysia,2.6937186,101.9154162
芙蓉慈仁会,Seremban Chee Yin Fui ,,"149-A, Jalan Han Hui Foong, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,239,Malaysia,2.7390678,101.9349279
芙蓉巴剌拿佛教会 ,Persatuan Agama Buddha Prajna Seremban Negeri Sembilan,,"780, Jalan Teratai 5, Taman Marida,70450 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,239,Malaysia,2.6999153,101.983487
淡边邓刚根文园庙 ,Persatuan Penganut Penganut Tokong Teng Kang Keng Woon Estate Tampin Negeri Sembilan,,"Batu 1l/4 ,Jalan Seremban, 73000 Tampin, Negeri Sembilan.",Negeri Sembilan,宗教,239,Malaysia,2.5737774,102.1211146
淡边德教会紫祥阁  ,Persatuan Pendidikan Akhlak Che Sian Khor Tampin,,"3904, Taman lndah, 73000 Tampin, Negeri Sembilan",Negeri Sembilan,宗教,239,Malaysia,2.478842,102.241178
淡边玉龙宫 ,Pertubuhan Penganut Tokong Yok Leng Kong Tampin Negeri Sembilan ,,"3434,Taman Indah, 73000 Tampin, Negeri Sembilan",Negeri Sembilan,宗教,239,Malaysia,2.478767,102.2412213
谈边德教会紫祥阁,,Che Sian Khor Moral Uplifting Society Tampin ,"3904, Taman Indcih,73000, Tampin, Negeri Sembilan",Negeri Sembilan,宗教,245,Malaysia,2.478767,102.2411347
芙蓉林苑神庙,Pertubuhan Penganut Dewan Lin Wan Seremban Negeri Sembilan,,"182B, Jalan Seng Meng Lee, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.7347262,101.9399151
芙蓉孔孟圣道院,Persatuan Permujaan Tuhan Kung Mung Sern Tao Yen,,"312,Jalan Bukit Rasah.Seremban, Negeri Sembilan",Negeri Sembilan,宗教,240,Malaysia,2.7096502,101.9477123
芙蓉黄老仙师会  ,Persatuan Penganut Dewa Wong Loo Sen See(Chee Soon Thoon) Seremban Negeri Sembilan,,"297Jalan Tok Ungku,Rahang,70100 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.6964836,101.9459593
芙蓉华人基督教友会,Pertubuhan Persaudaraan Kristian Cina Seremban ,,"23G, Jalan Zaaba, 70100, Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.7145976,101.9501876
芙蓉六壬仙师庙  ,Persatuan Penganut Tokong Cina Lok Yam Sin See Seremban Negeri Sembilan,,"179, Rahang Kecil, 70100 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.7089861,101.9538128
芙蓉净空祠舍庙 ,Persatuan Penganut Penganut Rumah Berhala Chin Kong Chi Si Seremban Negeri Sembilan,,"94, Bukit Tembok, Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.72008,101.93727
芙蓉龙城佛教会,Persatuan Buddha Taman Seremban Jaya Seremban Negeri Sembilan,,"2836, Jalan SJ3/6, Taman Seremban Jaya, 70450 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.701346,101.9620001
芙蓉妙真如精舍 ,Perdatuan Buddha Meow Chen Ru Chin Ser Seremban Negeri Sembilan,,"137G-180 & 180A, Kg. Seri Sikamat 70400 Seremban, Negeri Sembilan",Negeri Sembilan,宗教,240,Malaysia,2.744795,101.9671932
芙蓉建基园九天娘娘信众会 ,Pertubuhan Penganut Dewi Kau Tin Yuin Nui Leong Leong Seremban Negeri Sembilan,,"2953 Jaman Kian Kee,70450,Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,240,Malaysia,2.6994528,101.9798888
芙蓉孔教会 ,Persatuan Bimbingan Ajaran Confucian Seremban Negeri Sembilan.,,"2831,Jalan SJ 3/6-Ataman Seremban Jaya, 70450 Seremban,Negeri Sembilan",Negeri Sembilan,宗教,240,Malaysia,2.6814617,101.9714011
芙蓉孔孟圣道院  ,Persatuan Kung Men Shen Tao Seremban Negeri Sembilan,,"376,Tkt.2, Jalan Tuanku Antah, 70100 Seremban, Negeri Sembilan",Negeri Sembilan,宗教,240,Malaysia,2.7149021,101.9481733
芙蓉三口洞神庙  ,Pertubuhan Penganut Dewa San Kow Tong Seremban,,"Lot 9819,No 243,Tmn Dusun Setia,Jalan Dato' Muda Linggi 70100 Seremban, Negeri Sembilan",Negeri Sembilan,宗教,241,Malaysia,2.7184585,101.9549782
芙蓉真光道堂 ,Persatuan Penganut Chen Kong Toh Tong Seremban Negeri Sembilan,,"151, Jalan Temiang, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7391135,101.9385643
芙蓉如来佛信众会 ,Pertubuhan Penganut Dewa Ru Lai Fo Seremban Negeri Sembilan,,"32Jalan Dato, Lee Fong Yee, 70000 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7252185,101.9386438
芙蓉亚沙花园竹枝林观音庙 ,Pertubuhan Penganut Dewi Chok Chee Lum Kuan Yin Taman Rasah Seremban Negeri Sembilan ,,"2161, Batu 3 1/2, Taman Rasah, 70300 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.682548,101.929287
芙蓉菩提练寺  ,Pertubuhan Pu Ti Lian She Seremban Negeri Sembilan,,"288, Jalan Tun Dr.lsmail,70200 Seremban, Negeri Sembilan",Negeri Sembilan,宗教,241,Malaysia,2.7393585,101.9264604
芙蓉清业精舍佛教会 ,Persatuan Penganut Agama Buddha Chin Yap Chin Ser Seremban Negeri Sembilan,,"583H, Jalan Ulu Temiang, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.752902,101.941258
芙蓉太上老君会,Perbubuhan Penganut Dewa Tai Seong Lau Koon Taman Bidara Seremban Negeri Sembilan,,"43, Jalan Bidara 5, Taman Bidara, 70100 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7108871,101.959789
芙蓉添惠爱心教会,Pertubuhan Pengikut Pengajaran Tian Hui Ai Xin Seremban Negeri Sembilan,,"250, Jalan Quek Kai Dong, 70200 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7325981,101.9388841
芙蓉真耶苏教会  ,Gereja Jesus Benar Seremban Negeri Sembilan,Negeri Sembilan True Jesus Church Seremban,"305, Taman Chip Aik, Jalan Tun Dr Ismail ,70200 Seremban, Negeri Sembilan",Negeri Sembilan,宗教,241,Malaysia,2.7463616,101.9201254
芙蓉仙人叔婆太神庙,Persatuan Tokong Xian Ren Shu Po Tai Seramban Negeri Sembilan,,"Batu 21/2, Jalan Kuala Pilah Paroi, Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7267997,101.9740162
芙蓉文华佛教会 ,Persatuan Penganut Agama Buddha Wen Hua Seremban Negeri Sembilan,,"144C, Jalan Toman 7, Kemayan Square, Jalan Sg. Ujong, 70200 Seremban,Negeri Sembilan.",Negeri Sembilan,宗教,241,Malaysia,2.7179146,101.9240532
金马士宝胜大帝庙  ,"Persatuan Penganut Sewa Poh Seng Tai Tay Gemas, Negeri Sembilan",,"514, Kg. Tiong, 73400 Gemas, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.593441,102.6123541
拉务再也佛教会,Penganut Agama Buddha Kg. Labu Jaya Seremban Negeri Sembilan ,,"C-18, Peringkat Satu Felda, Kg. Labu Jaya, 71760 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.7230983,101.9393711
瓜拉芦骨关帝庙,Pertubuhan Penganut Dewa Kuang Tee Kuala Lukut Pork Dickson,,"Lot 33, Batu 3, Jalan Seremban, Kuala Lukut, 71000 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.561323,101.8130198
老港天后宫,Pertubuhan Tin Hor Kong Pasir Panjang Negeri Sembilan ,,"23, Jalan Pantal, 71250 Pasir Panjang, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.428397,101.9284222
利民济东兴宫 ,Persatuan Penganut Rumah Berhala Tiong Sing Kong Felda Bukit Rokan Pos Gemencheh Negeri Sembilan,,"33, Kg. Bahru Gemencheh, Batang Melako, Tampin, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.472211,102.4143818
瓜拉沙花观音庙 ,Pertubuhan Pengikut Rumah Berhala Kuang Eng Meo Kuala Sawah Rantau Negeri Sembilan ,,"39, Jalan Besar, Kuala Sawah, 71250 Rantau, Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.8225527,101.8958074
高岛太清宫庙 ,Pertubuhan Penganut Tokong Tai Chin Kung Kg. Legong Jaya Kota Negeri Sembilan ,,"14A, Kg. Legong Jaya ,71350 Kota, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.496435,102.1645901
葫芦顶三帝庙 ,Persatuan Pengikut Rumah Berhala Sam Tee Pertiang Negeri Sembilan,,"Batu 1/2, Jalan Simpang Pertang, Pertang, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,4.7905141,100.7201903
瓜垃庇唠西天宫,Pertubuhan Penganut Dewa Si Thian Kong ,,"603, Jalan Sawah Lebar, 72000 Kuala Pilah, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.7486706,102.2539508
金马士陈保田神庙理事会  ,,Commitee Of Management Of Chin Poh Tian Temple Gemas Tampin Negeri Sembilan,"22, Jalan Batu Anam Gemas, Tampin, Negeri Sembilan.",Negeri Sembilan,宗教,242,Malaysia,2.5653116,102.7223907
金马士华商俱乐部 ,Kelab The Gemas Chinese Merchants' Club ,,"15, Jalan Batu Anam, 73400 Gemas, Negeri Sembilan.",Negeri Sembilan,体育联谊,248,Malaysia,2.5652116,102.7223907
利民济盂兰盛会 ,Persatuan Penyokong Perayaan Yu Lan Gemencheh Negeri Sembilan,,"620, Taman Gemencheh Baru, 73200 Gemencheh,Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.5772072,102.4151335
利民济华人义山委员会,Persatuan Pengurusan Tanah Perkuburan Cina Gemencheh Dan Gedok Negeri Sembilan ,,"Tee Kim Chuan, Lot 5703/7, Taman Gemencheh Jaya, 73200 Gemencheh, Negeri Sembilan.",Negeri Sembilan,慈善福利,251,Malaysia,2.5771072,102.4151335
芦骨凤山寺 ,Pertubuhan Hong Sun Sek Lukut Negeri Sembilan ,,"PT 324, Jalan Besar, 71010 Lukut,Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.5684494,101.8282384
芦骨斯巴力里新济森宫,Pertubuhan Pengurusan Tokong Chee Seng Kong Kg.Sri Parit Lukut Negeri Sembilan ,,"Lot 394, Kg Sri Parit 71010 Lukut Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.569901,101.832289
骨笑佛爷南海观音佛学会 ,Pertubuhan Penganut Buddha Siaw Fatt Yea Nam Hai Kuan Im Lukut Negeri Sembilan,,"Batu 3 1/2, Jalan Seremban, 71010 Lukut Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.5739674,101.8334095
芦骨孔教会,Pertubuhan Pengajian Ajaran Confucius Lukut Port Dickson Negeri Sembilan,,"36 Jaman Naga Batu 3 3/4Jalan Seremban Pekan Lukut 71010 Port Dickson, Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.5656833,101.8242767
灵生真佛宗教会,Persatuan Penganut Agama Ling Sheng Jen Foo Chung Seremban Negeri Sembilan,,"64, Tingkat 2, Jalan Tuanku Munawir, 70000 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.7241023,101.9373256
林茂太乙公善信会,Pertubuhan Penganut Penganut Dewa Tai Ait Kong Padang Chenkau Rembau Negeri Sembilan,,"1645, Pekan Chengkdu, 71300 Rembau, Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.5904301,102.093035
马口阿密陀巴佛学会,Persatuan Penganut Agama Buddha Amitabha Bahau Negeri Sembilan,,"CS-107, Bahau MDJL, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,243,Malaysia,2.896584,102.4054571
马口双溪镭东区关帝庙  ,Persatuan Penganut Tokong Cina Kwan Ti Felda Lui Timor Bahau Negeri Sembilan,,"193, Felda Lui Timor ,72130 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,3.070501,102.4106339
马口济南堂神庙 ,Persatuan Penganut Dewa Chee Nam Thang Bahau Negeri Sembilan ,,"46A, Kg. Baru, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.8006507,102.3536723
马来西亚剑价学会(森美兰分会) ,Persatuan Soka Gakkai Malaysia (Caw Negeri Sembilan),,"Lot 9128, Jalan RJ2/25, Taman Rasah Jaya, 70300 Seremban, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.6738481,101.9487289
马来西亚阿密陀巴佛教会 ,Persatuan Penganut Agama Buddha Amitabha Malaysia ,,"Lot 2236, 8 1/2KM, Jalan Kuala Pilah, Ampangan, Seremban, Negeri Sembilan",Negeri Sembilan,宗教,244,Malaysia,2.7196261,102.0068894
马口黄老仙师会  ,Persatuan Penganut Dewa Huang Lao Xian Shi Bahau Negeri Sembilan ,,"Kg.Batu Ratabatu 2t Jalan Tampin, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.6187153,102.0593502
马口民众老观音堂 ,Persatuan Penganut Lao Kuan Yin Tang Awam Bahau Negeri Sembilan ,,"101, Batu Bakar, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.8073251,102.4077404
马身阿密陀巴佛教会,Persatuan Penganut Agama Buddha Amitabha Mahsan Negeri Sembilan ,,"153, Taman Mahsan, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.8316516,102.4075563
马口光武庙,Persatuan Pengikut Rumah Berhala Kwang Woo Bahau Negeri Sembilan,,"175A, Kg. China, 72100 Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.808638,102.411847
马口孔孟圣道院,Persatuan Penganut Buddha Kung Mern Sern Tau Yen Bahau Negeri Sembilan ,,"249, Blok D3, Tingkat Satu, Taman Bahau lndahz 72100 Bahau, Negeri Sembilan",Negeri Sembilan,宗教,244,Malaysia,2.7928106,102.4245959
马□榕吉仗义孔孟圣道院 ,Persatuan Pengikut Ajaran Xing Yi Kung Mung Sheng Tao Yen Ladang Geddes Bahau ,,"Ladang Geddes ,72110, Bahau, Negeri Sembilan.",Negeri Sembilan,宗教,244,Malaysia,2.804583,102.3875978
文丁八大先师善信会,Persatuan Penganut Dewa Pak Da Shen See Seremban Negeri Sembilan ,,"286, Jalan T/D 17, Taman Desa Pelangi, 71700 Mantin, Negeri Sembilan",Negeri Sembilan,宗教,245,Malaysia,2.863985,101.8655111
