Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country
拉央中华公会,"PERSATUAN KEBAJIKAN CHONG HWA LAYANG-LAYANG, JOHOR",,"12 JALAN STESYEN, 81850 LAYANG-LAYANGJOHOR.",Johor,综合,266,Malaysia
笨珍华人社团联合会,Gabongan Persatuan Tiong Hua Daerah Pontian,,"273, Jalan Aleng Off, 82000 Pontian, Johor.",Johor,综合,266,Malaysia
古来中华公会,Persekutuan Tiong Hua Kulai Johor,,"31-A Jalang Pinang, Tamam Kota Kulai, 81000 Kulai Johor.",Johor,综合,266,Malaysia
丹绒古班中华公会,,Tanjong Kupang Chinese Association,"Tanjong Kupang Village, 81550 Gelang Patah, Johor.",Johor,综合,266,Malaysia
柔佛州中华总会,Gabungan Pertubuhan-Pertubuhan Cina Negeri Johor,The Federation Of Chinese Associations Johor State,"7th Floor, Wisma Tiong-Hua, 8, Jalan Keris, Taman Sri Tebrau, 80050 Johor Bahru, Johor.",Johor,综合,266,Malaysia
新加兰中华公会,Persatuan Tionghua Senggarang Johor,,"159,1st Floor, Jalan Ismail, 83200 Senggarang, Johor.",Johor,综合,267,Malaysia
麻坡中华公会,Persatuan Tiong Hua Muar,The Chinese Association Muar,"16, 1st Floor, Jalan Parit Hj Baki, 84000 Muar,Johor.",Johor,综合,267,Malaysia
麻北实廊中华公会,Persatuan Cina Serom Muar Johor,,"C/0 MCA 308 Serom 3, Muar, Johor.",Johor,综合,267,Malaysia
实廊中华公会,,The Chinee Association Serom,"308 Serom 3, 84410 Muar, Johor.",Johor,综合,267,Malaysia
巴冬潮州会馆,Persatuan Teo Chew Parit Jawa Muar,,"181 Jalan Jabbar Parit Jawa, 84150 Muar, Johor.",Johor,地缘,267,Malaysia
昔加挽中华公会,Persatuan Tionghua Segamat,,"27,1st Floor, Jalan Genuang, 85000 Segamat Johor",Johor,综合,267,Malaysia
麻属武吉巴西中华公会,Persatuan China Bukit Pasir Muar Johor,,"10, Main Road Bkt Pasir, Muar, Johor.",Johor,综合,267,Malaysia
新邦令金中华公会,Persatuan Tiong Hua Simpang Rengam Kluang Johor,,"74, Jalan Pasar, Simpang Rengam, 86200 Kluang, Johor.",Johor,综合,267,Malaysia
亚依淡中华会馆,Persatuan Tiong Hua Air Hitam Johor,,"79 Jalan Johor, Air Hitam, 86100 Johor.",Johor,综合,267,Malaysia
新山中华公会,Persekutuan Tiong-Hua Johor Baru,,"7th Floor, Wisma Tiong- Hua, 8, Jalan Keris, Taman Sri Tebrau, 80050 Johor Bahru, Johor.",Johor,综合,267,Malaysia
麻坡巴冬中华公会,,The Chinese Association Parit Jawa Branch Mua,"Jalan Jabbar, Parit Jawa, Taman Bahagia, Muar, Johor.",Johor,综合,267,Malaysia
巴莪两广公会,Persatuan Liong Kwong Pagoh,,"No.2, Taman Perdana, 84600 Pagoh, Johor.",Johor,地缘,268,Malaysia
巴莪福建华福山公会,,Wah Hock San Kong Soh Association,"2 Pagoh Muar, Johor.",Johor,地缘,268,Malaysia
大马永春龙头乡陈氏家族会,Persatuan Eng Choon Leng Thow Heung Tan Si Kar Chor Malaysia,,"3 Taman Rakyat Jalan Segamat, Jementah, 85200 Segamat, Johor.",Johor,地缘,268,Malaysia
彼咯广西同乡会,Persatuan Kwang Si Bekok Johor,,"C-73 Jalang Gunong Bekok, Johor.",Johor,地缘,268,Malaysia
巴罗福建会馆,Persatuan Hokkien Paloh,Paloh Hokkien Association,"No.40, Jalan 2/2 Taman Paloh, 86600 Paloh, Johor.",Johor,地缘,268,Malaysia
笨珍海南会馆,PERSATUAN HAINAN PONTIAN JOHOR,,358 JALAN ALSAGOFF 82000 PONTIAN JOHOR,Johor,地缘,268,Malaysia
笨珍客家公会,Persatuan Hakka Pontian,,"153, Jalan Bakek, 82000 Pontian, Johor",Johor,地缘,268,Malaysia
笨珍绍安会馆,,Pontian Chiow Ann Hui Kwan,"705, 705-1 Jalan Taib, 82000 Pontian, Johor.",Johor,地缘,268,Malaysia
笨珍潮州会馆,Persatuan Eng Choon Pontian,,"691 Jalan Taib, 82000 Pontian, Johor.",Johor,地缘,268,Malaysia
笨珍永春会馆,Persatuan Eng Choon Pontian,,"676 (1st Floor) Jalan Taibz 82000 Pontian, Johor.",Johor,地缘,268,Malaysia
笨珍永春会馆,Persatuan Eng Choon Pontian,,"676 (1st Floor) Jalan Taibz 82000 Pontian, Johor.",Johor,地缘,268,Malaysia
笨珍福建会馆,,Hokkien Association Pontian,"108-1101st Floor, Jalan Johor, 82000 Pontian, Johor.",Johor,地缘,268,Malaysia
巴冬杉岭公会,Persatuan Sam Leng Parit Jawa Muar,,"77 Jalan Jabbar, Parit Jawa, 84150 Muar, Johor.",Johor,地缘,268,Malaysia
东甲潮州会馆,Persatuan Teo Chew Tangkak Muar Johor,,"137, Jalan Muar, Tangkak, 84900 Muar, Johor.",Johor,地缘,269,Malaysia
东甲德化会馆,Persatuan Teck Hwa Huay Kuan Tangkak,,"40, Jalan Sialang, 84900 Tangkak, Johor.",Johor,地缘,269,Malaysia
东甲广肇会馆,PERSATUAN KWONG SIU WUI KOONZ TANGKAK,,"LC 357 Jalan Muar, Tangkak, 84900 Muor, Johor.",Johor,地缘,269,Malaysia
东甲惠潮公会,Persatuan Hui Teo Tangkak,,"51 Jalan Panggang Lama, Muar, 84900 Tangkak, Johor.",Johor,地缘,269,Malaysia
东甲海南会馆,Persatuan Hainan Tangkak,,"160 Jalan Muar, 84900 Tangkak, Johor.",Johor,地缘,269,Malaysia
东甲客家公会,Persatuan Hakka Tangkak Johor,,"136 Jalan Muar, 84900 Tangkak, Johor.",Johor,地缘,269,Malaysia
东甲惠州公会,,Fui Chiu Association Tangkak,"16 Jalan Solok, 84900 Tangkak, Johor.",Johor,地缘,269,Malaysia
地南客属公会,Persatuan Hakka Ulu Tiram Johor,,"73 Taman Ulu Tiram, Ulu Tiram, 81800 Johor Bahru, Johor.",Johor,地缘,269,Malaysia
丰盛港客家公会,Persatuan Hakka Mersing,,"15-1, Jalan Jemaluang, 86800 Mersing, Johor.",Johor,地缘,269,Malaysia
丰盛港福建会馆,,The Hokkien Association Mersing,"13-14 Jalan Jemaluang, 86800 Mersing, Johor.",Johor,地缘,269,Malaysia
丰盛港海南会馆,Persatuan Hainan Mersing Johor,,"51, Jalan Ismail 86600 Mersing, Johor.",Johor,地缘,269,Malaysia
丰盛港广西会馆,Persatuan Kwong Si Mersing,,"79, Jalan Ismail 86800 Mersing, Johor.",Johor,地缘,269,Malaysia
福建华福山公所,,Wah Hock San Kong Soh Association,"No.2, Jalan Besar, 84600 Pagoh, Muar, Johor.",Johor,地缘,270,Malaysia
古来广西同乡会,,Kwang Si Tung Hsiang Hui,"77 Jalan Raya, 81000 Kulai, Johor.",Johor,地缘,270,Malaysia
古来潮州会馆,Persatuan Teo Chew Kulai Johor,,"C/0 31A Jalan Pinang, Taman Kota Kulai, 81000 Kulai, Johor.",Johor,地缘,270,Malaysia
古来福建公会,Persekutuan Hokkien Kulai,Hokkien Kong Huay Kulai,"42-9 & 42-10 (2nd Floor) Jalan Raya, Kulai Besar, 81000 Kulai, Johor.",Johor,地缘,270,Malaysia
哥打丁宜广东会馆,Persatuan Kwang Tong Kota Tinggi Johor,,"2 (Tingkat 2), Jalan Ah Siang, 81900 Kota Tinggi, Johor.",Johor,地缘,270,Malaysia
哥打丁宜海南会馆,Persatuan Hainan Kota Tlnggi Johor,,"27-1 Tingkat 2, Jalan Lombong, 81900 Kota Tinggi Johor.",Johor,地缘,270,Malaysia
哥打丁宜福建会馆,Persatuan Hokkien Kota Tinggi Johor,,"12 Jalan Ahmad Ujan, Taman Kota Besar, 81900 Kota Tinggi, Johor.",Johor,地缘,270,Malaysia
哥打丁宜客家公会,Persatuan Hakka Kota Tinggi Johor,,"8 (Tingkat 2), Jalan Ibrahim, 81900 Kota Tinggi, Johor.",Johor,地缘,270,Malaysia
哥打丁宜广西会馆,Persatuan Kwang Sai Kota Tinggi Johor,,"Top Floor, No.3 Main Road, 81900 Kota Tinggi, Johor.",Johor,地缘,270,Malaysia
哥打丁宜潮州会馆,Persatuan Teochew Kota Tinggi Johor,,"3, Jalan Tepi SungaL 81900 Kota Tinggi Johor.",Johor,地缘,270,Malaysia
哥达丁宜广肇会馆,Persatuan Kwong Siew Kota Tinggi Johor,,"8A Tingkat 2, Jalan Bendahara, Taman Bendahara, 81900 Kota Tinggi Johor.",Johor,地缘,270,Malaysia
哥打丁宜嘉应会馆,Persatuan Kar Eng Kota Tnggi Johor,,"13 Jalan Tambatan(Tinggi 1),  81900 Kota Tinggi Johor.",Johor,地缘,270,Malaysia
惠安公会,,Hui Ann Association,"No.38-8, Jalan Arab,84000 Muar, Johor.",Johor,地缘,271,Malaysia
广西同乡会,Persatuan Kwang Si Tung Hsiang Hui,,"16-1A Jalan Mohd. Salleh, 83000 Batu Pahat, Johor.",Johor,地缘,271,Malaysia
居銮海南会馆,Persatuan Hainan Kluang,Kluang Hainan Association,"13-14 (Tingkat 3) Jalan Mengkobol, 86000 Kluang , Johor.",Johor,地缘,271,Malaysia
居銮大埔同乡会,Persatuan Thai Pu Kluang,Kluang Thai Pu Association,"No.18, Lorong Wayang, 86000 Kluang, Johor.",Johor,地缘,271,Malaysia
居銮潮州会馆,Persatuan Teow Chew Kluang,Kluang Teow Chew Association,"34, Jalan Dato Captain Ahmad, 86000 Kluang, Johor.",Johor,地缘,271,Malaysia
居銮广西会馆,Persatuan Kwangsi Kluang,Kluang Kwangsi Association,"No.9-A, Jalan Cantik, 86000 Kluang, Johor.",Johor,地缘,271,Malaysia
居銮福建会馆,Persatuan Hokkien Daerah Kluang,,"146, Jalan Mersing, 86000 Kluang, Johor.",Johor,地缘,271,Malaysia
后拳福甫仙公会,Persatuan Hock Por Sian Kluang,,"47, Tingkat 1, Jalan Kg. Paya, Kluang Baru, 86000 Kluang Johor.",Johor,地缘,271,Malaysia
古来惠州会馆,"Persatuan Fui Chew Kulai, Johor",,"1 & 2, 21 Mile Taman Sri Kulai Baru, 81000 Kulai, Johor.",Johor,地缘,271,Malaysia
古来客属公会,Persatuan Hakka Kulai Johor,,"144-B Tingkat 2t Jalan Rayam, 81000 Kulai, Johor.",Johor,地缘,271,Malaysia
古来广肇会馆,Persatuan Kwang Shiu Kulai Johor,The Kwang Shiu Association Kulai Johor,"21 Lorong 2, 81000 Kulai, Johor.",Johor,地缘,271,Malaysia
古来海南会馆,Persatuan Hainan Kulai,,"Lot 6580, Jalan Kota TinggL 81100 Kulai, Johor.",Johor,地缘,271,Malaysia
峇株巴辖福莆仙会馆,,Hock Por Sian Association Batu Pahat,"25 2nd Floor, LRG Satu, Jalan Ismail, 83000 Batu Pahat, Johor.",Johor,地缘,272,Malaysia
峇株巴辖茶阳会馆,Persatuan Cha Yong Batu Pahat Johor,,"24 A-B, Jalan Mhd Akil, Batu Pahat Johor.",Johor,地缘,272,Malaysia
峇株巴辖广东会馆,Persatuan Tung Hway Kuan Of Batu Pahat,,"78B Jalan Mohd Akil, 83000 Batu Pahat Johor.",Johor,地缘,272,Malaysia
峇株巴辖福州十邑会馆,Persatuan Foo Chow Sek Aik Batu Pahat Johor (1993),,"5 (Atas) Jalan Ampuan, 83000 Batu Pahat, Johor.",Johor,地缘,272,Malaysia
峇株巴辖福建会馆,Persatuan Hokkien Batu Pahat Johor,,"35- B, Jalan Rahmat 83000 Batu Pahat Johor.",Johor,地缘,272,Malaysia
峇株巴辖安溪公会,Persatuan Am Koay Daerah Batu Pahat,,"130-A, Jalan Rotan Batu, 83000 Batu Pahat, Johor.",Johor,地缘,272,Malaysia
峇株巴辖潮州会馆,Persatuan Teo Chew Batu Pahat,Teochew Association Batu Pahit,"40AJalan Soga, 83000 Batu Pahat Johor.",Johor,地缘,272,Malaysia
居銮区华校教师公会,Persatuan Guru-Guru Sekolah Cina Daerah Kluang,,"D/A SJK(C) Lit Terk, Niyor, 86007 Kluang, Johor.",Johor,地缘,272,Malaysia
居銮河婆同乡联谊会,Persatuan Ho Po Kluang,Kluang Ho Po Association,"15, (Tkt 2) Jalan Gunung Lambak 1, Taman Gunung Lambak, Off Jalan Kota Tinggi, 86000 Kluang, Johor.",Johor,地缘,272,Malaysia
居銮永春公会,Persatuan Eng Choon Kluang,Eng Choon Association Kluang,"35 & 36, Jalan Ismail, 86000 Kluang, Johor.",Johor,地缘,272,Malaysia
居銮琼联社,,Heng Lain Tay,"126-A(lst Floor) Jalan Mersing, 86000 Kluang Johor.",Johor,地缘,272,Malaysia
居銮客家公会,Persatuan Hakka Daerah Johor,,"1 (Tingkat 1) Jalan Tengku Mahkota Ismail, 86000 Kluang, Johor.",Johor,地缘,272,Malaysia
利丰港广东会馆,Persatuan Kwang Tung Sungai Mati Muar Johor,,"83 Jalan Raya, Sungai Mati, 84400 Muar, Johor.",Johor,地缘,273,Malaysia
利民达福建公会,Persatuan Hokkien Jementah,,"63 Tingkat 2, Jalan Muar, Jementah, Johor.",Johor,地缘,273,Malaysia
利民达两广公会,Persatuan Liong Kwong Jementah Johor,,"54, Jalan Muar, 85200 Jementah, Johor,",Johor,地缘,273,Malaysia
峇株巴辖广肇会馆,Persatuan Kwong Siew Woi Koon,,"31 Jalan Jenang, 83000 Batu Pahat Johor.",Johor,地缘,273,Malaysia
峇株巴辖晋江会馆,Persatuan Chin Kang Batu Pahat,Chin Kang Association Batu Pahat,"9- C, 1st Floor, Jalan Ismail 83000, Batu Pahat, Johor.",Johor,地缘,273,Malaysia
峇株巴辖惠安公会,Persatuan Hui Ann Batu Pahat,Batu Pahat Hui Ann Association,"33-3A, Jalan Mohd Akil, 83000 Batu Pahat Johor.",Johor,地缘,273,Malaysia
峇株巴辖海南会馆,Persatuan Hainan Batu Pahat,,"No 14, Jalan Mohd Salleh, 83000 Batu Pahat Johor.",Johor,地缘,273,Malaysia
峇株巴辖永春会馆,Persatuan Eng Choon Batu Pahat Johor,,"37A & 37-1A Jalan Rahmat Batu Pahat, Johor.",Johor,地缘,273,Malaysia
拉央拉央广西同乡会,,Kwong Sai Association Layang-Layang,"5 Jalan Station Layang-Layang, Johor.",Johor,地缘,273,Malaysia
令金广西同乡会,Persatuan Kwang Si Tung Hsiang Hui Rengam Johor,,"104 Jalan Perigi Raja, 86300 Rengam, Johor.",Johor,地缘,273,Malaysia
拉美士福建会馆,Persatuan Hokkien Labis Johor,,"166 Jalan Tenang, 85300 Labisz Johor.",Johor,地缘,273,Malaysia
令念广肇会馆,Persatuan Kwong Wai Siew Vei Kuon Rengam,,"106A, Jalan Perigi Raja, 86300 Rengam, Johor.",Johor,地缘,274,Malaysia
麻坡永舂会馆,Persatuan Eng Choon Muar,,"Jalan Maharani,84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡茶阳会馆,Persatuan Char Yong Muar,The Muar Char Yong Association,"151,1st Floor, Jalan Abdullah, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡海南东路同乡会,Persatuan Tang Lo Hainan Muar,,"129 Jalan Abdullah(top floor), 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡海南会馆,Persatuan Hainan Muar,,"69 Jalan Abdullah, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡嘉应同乡会,Persatuan Kah Yin Thong Sheong Fui Muar,,"48 Jalan Sisi(2nd Floor), 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡延陵联公会,Persatuan Yeng Leng Union Association Muar,,"56, Jalan Ali, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡客家公会,Persatuan Hakka Muar,,"75-5, Tingkat 3, Jalan Arab, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡潮会馆,Persatuan Teo Chew Muar,Muar Teo Chew Association,"101, Jalan MaharanL 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡广西同乡会,Persatuan Kwang Si Muar Johor (1994),,"416-6, Tingkat 1, Bagan Tey-Heng Hwa, Jalan Abdul Rahman, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
麻坡广东会馆,,Muar Kwang Tung Association,"10 Jalan Bakri, 84000 Muar, Johor.",Johor,地缘,274,Malaysia
令金海南会馆,Persatuan Hainan Rengam,,"No.3, Jalan Trus 86300 Rengam, Johor.",Johor,地缘,274,Malaysia
麻属兴安会馆,,Shing An Association,"69-5 Jalan Sulaiman, 84000 Muar, Johor.",Johor,地缘,275,Malaysia
麻坡漳泉公会,Persatuan Chiang Chuan Muar Johor,,"33 Jalan Ali, Muar, Johor.",Johor,地缘,275,Malaysia
麻属南安会馆,Persatuan Nam Uwa Muar Johor,,"44, Jalan Suleiman, 84000 Muar, Johor.",Johor,地缘,275,Malaysia
麻属巴冬永春会馆,Persatuan Eng Choon Huay Kuan Parit Jawa Muar,,"134, Jalan Jabbar, Parit Jawa, Muar, Johor.",Johor,地缘,275,Malaysia
吗咯高州同乡会,Persatuan Koh Chow Bekok Johor,,"72 Jalan Gunong, Bekok, 86500 Kluang, Johor.",Johor,地缘,275,Malaysia
柔佛丰顺会馆,Persatuan Fung Shun,Fung Shun Association,"142, Kulai Besar, 81000 Kulai, Johor.",Johor,地缘,275,Malaysia
柔佛潮州八邑会馆,,Teochow Eight Districts Association,"No.53, Jalan Ibrahim Sultan, 80300 Johor Bahru, Johor.",Johor,地缘,275,Malaysia
任罗宏高州会馆,Persatuan Koo Chow Wooi Koon Johor Selantan,,"8-H Jalan Mersing, Jemaluang, 86810 Mersing, Johor.",Johor,地缘,275,Malaysia
柔佛丰盛港潮州会馆,Persatuan Teochew Mersing Johor,Teochew Association of Mersing Johor,"396-2, Tingkat 2, Jalan Jemaluang, 86800 Mersing, Johor.",Johor,地缘,275,Malaysia
任罗宏广西会馆,,Kwong Si Association Jemaluang,"18H Jalan Pasar, Jemaluang, 86810 Mersing, Johor.",Johor,地缘,275,Malaysia
任罗宏古冈州会馆,,Mersing Endau & Jemaluang Johor Malaya Ko Kong Chow Woo Koon,"19,Jln Pasar, Jemaluang, Mersing, Johor.",Johor,地缘,275,Malaysia
柔佛州金同夏会馆,Persatuan Kim Tong Har Negeri Johor,,"9-A Jalan Suleiman, Batu Pahat, Johor.",Johor,地缘,276,Malaysia
柔佛州德化会馆,Persatuan Teck Hua Negeri Johor,,"21A Jalan Temiang, Taman Makmur, Batu Pahat Johor.",Johor,地缘,276,Malaysia
柔佛州安溪公会,,Johore State Ann Kuay Association,"No. 16,17,(1st Floor), Jalan Tuanku Mahkota Ismail, 86000 Kluang, Johor.",Johor,地缘,276,Malaysia
柔佛州惠州会馆,,Johore State Fui Chew Assn 1954,"25,Jalan Dato Teoh Siew Khor, Kluang, Johor.",Johor,地缘,276,Malaysia
柔佛州高州公会,Persatuan Koh Chow Johor,Johor Koh Chow Association,"No.1, Tingkat 3, Jalan Mengkibol 86000 Kluang, Johor.",Johor,地缘,276,Malaysia
柔佛州嘉应会馆,Persatuan Kah Yin Negeri Johor,Johore Kah Yin Fui Kon,"36, Tingkat 1, Jalan Dato Captain Ahmad, 86000 Kluang, Johor",Johor,地缘,276,Malaysia
柔佛州东安会馆,Persatuan Tong Onn Negeri Johor,,"71 Jalan Besar, 86000 Kluang, Johor",Johor,地缘,276,Malaysia
柔佛州居銮属福莆仙公会,Persatuan Hock Por Sian Kluang Johor,,"47 (1st Floor), Jalan Kampung Paya, 86000 Kluang, Johor.",Johor,地缘,276,Malaysia
柔佛州河婆同乡会,Persatuan Ho Po Negeri Johor,,"N71-72, (tingkat 4), Batu 21, Jalan Raya, 81000 Kulai Johor.",Johor,地缘,276,Malaysia
柔佛古来鹤山会馆,Persatuan Johor Hok San Kulai,Johor Hok san Association Kulai,"S-13 Jalan Ibrahim, 81000 Kulai, Johor.",Johor,地缘,276,Malaysia
柔佛广东会馆,,The Johore Kwang Tung Association,"No.73-01, Jalan Susur Larkin Perdana, Taman Larkin Perdana, 80350 Johor Bahru, Johor.",Johor,地缘,276,Malaysia
柔佛新山海南会馆,Persatuan Hainan Johor Bahru,,"38, Jalan Ibrahim, 80000 Johor Bahru, Johor.",Johor,地缘,276,Malaysia
柔属雷州会馆,Persatuan Lui Chew Johor,Lui Chew Association Johor,"46, Tingkat 2 & 3, Jalan Sisi, 84000 Muar, Johor.",Johor,地缘,277,Malaysia
三合港海南会馆,Persatuan Hainan Cha' Ah Johor,,"8 Jalan Queen, Chaah, 85400 Segamat Johor.",Johor,地缘,277,Malaysia
柔佛州万宁同乡会,Persatuan Ban Ning Johor,,"210-B (Tingkat 2), Jalan Rugayah, 83000 Batu Pahat Johor.",Johor,地缘,277,Malaysia
柔佛州南安会馆,Persatuan Lam Ann Negeri Johor,,"59-A Jalan Mohd Salleh, 83000 Batu Pahat Johor.",Johor,地缘,277,Malaysia
二合港福建会馆,Persatuan Hokkien Chaah Johor,,"18 Taman Chaah, 85400 Chaah, Johor.",Johor,地缘,277,Malaysia
三合港广西同乡会,Persatuan Kwang Si Chaah Johor,,"6 Jalan Sim Kim Chong, 85400 Chaah, Johor.",Johor,地缘,277,Malaysia
三合港客属公会,,The Hakka Community Association Cha' Ah Johor,"15 Jalan Coronation, 85400 Chaah, Johor.",Johor,地缘,277,Malaysia
柔佛州泼江公会,Persatuan Song Kong Negeri Johor,Johore State Song Kong Association,"10, Lorong Wayang, 86000 Kluang, Johor.",Johor,地缘,277,Malaysia
士古来榕联福州十邑公会,Persatuan Rong Lian Dan Fu Zhou Sepuluh Kawasan Skudai Johor,,"2A Jalan Perkasa, Taman Ungku Aminahz, 81300 Skudai, Johor",Johor,地缘,277,Malaysia
柔佛州客家总会,Persatuan Hakka Negeri Johor Darul Ta' Zim,,"12, Jalan Permatang 10, Taman Desa Jaya, 81100 Johor Bahru, Johor.",Johor,地缘,277,Malaysia
柔南兴安会馆,Persatuan Hin Ann Johor Selatan,,"3D-1 Jalan Tebrau, 80250 Johor Bahru, Johor.",Johor,地缘,277,Malaysia
乌鲁地南福建会馆,Persatuan Hokkien Ulu Tiram Johor,,"1 Jalan Sri Mutiara, Tiram Mutiara, Ulu Tiram, Johor.",Johor,地缘,277,Malaysia
昔加末潮州会馆,Persatuan Teo Chew Segamat,,"33-34 (1st Floor) Jalan Abdullah, 85000 Segamat Johor.",Johor,地缘,278,Malaysia
昔属永春会馆,Persatuan Eng Choon Assn Segamat,,"22, Jalan Abdullah, Segamat Johor.",Johor,地缘,278,Malaysia
昔加末海南会馆,Persatuan Hainan Segamat Johor,,"31 Jalan Tengku Ahmad, 85000 Segamat, Johor.",Johor,地缘,278,Malaysia
昔加末客家公会,Persatuan Hakka Segamat,The Hakka Community Association,"Jalan Omar,Kampung Gubah, 85000 Segamat, Johor, Malaysia",Johor,地缘,278,Malaysia
昔加末广肇会馆,Persatuan Kwong Siew Segamat Johor (1991),,"15-C Jalan Leong Yong, 85000 Segamat Johor.",Johor,地缘,278,Malaysia
昔加末福建会馆,Persatuan Hokkien Segamat Johor,,"41st Floor, Jalan Ros, 85000 Segamat Johor.",Johor,地缘,278,Malaysia
昔加末福州公会,Persatuan Foo Chow Daerah Segamat Johor,,"20 Tingkat 1, Jalan Syed Abdul Kadir, Kg. Abdullah,Segamat, Johor.",Johor,地缘,278,Malaysia
昔加末两广公会,Persatuan Liong Kwong Bukit Siput Segamat Johor,,"5 Tingkat 2 Taman Indah, Bukit Siput, 85020 Segamat Johor.",Johor,地缘,278,Malaysia
新加兰永春会馆,Persatuan Eng Choon Huay Kuan Senggarang Batu Pahat,,"32B & 32C Jalan Ismail, Senggarang, 83200 Batu Pahat Johor.",Johor,地缘,278,Malaysia
新邦令金德教会紫濡阁,Persatuan Meninggikan Akhlak Che Lu Khor,,"102, Jalan Putri 1, Taman Putrimas, 86200 Simpang Renggam, Johor",Johor,地缘,278,Malaysia
昔加末广西同乡会,Persatuan Keturunan Poh Johor,,"60-A Jalan Harimau Tarum, Taman Century, 80250 Johor Bahru, Johor",Johor,地缘,278,Malaysia
乌鲁地南海南会馆,"Persatuan Hainan Ulu Tiram, Johor",,"103- A, Jalan Cempedek, Taman Tiram Baru, 81800 Ulu Tiram, Johor.",Johor,地缘,278,Malaysia
新山福清会馆,Persatuan Futsing Johor Bahru,,"171, Jalan Stulang Baru, 81100 Johor Bahru, Johor.",Johor,地缘,279,Malaysia
新文龙广西会馆,,Kwang Si Hwai Kuan,"33B, Jalan Ismail Senggarang, 83200 Batu Pahat Johor.",Johor,地缘,279,Malaysia
新文龙海南会馆,Persatuan Hainan Senggarang Benut Dan Rengit Johor,,"177-A Jalan Ismail Senggarang, 83200 Batu Pahat, Johor.",Johor,地缘,279,Malaysia
永平广东会馆,Persatuan Kwong Tong Yong Peng Johor,,"15-3 & 16-3 (Tingkat 3), Taman Muhibah, 83700 Yong Peng, Johor.",Johor,地缘,279,Malaysia
永平福州会馆,,Hock Chew Assn,"7, Jalan Templer, Yong Peng, Johor.",Johor,地缘,279,Malaysia
永平海南会馆,Persatuan Hainan Yong Peng Johor,,"2 Jalan Mar Cho, 83700 Yong Peng, Johor.",Johor,地缘,279,Malaysia
新山海南会馆,Persatuan Hainan Johor Bahru,,"38, Jalan Ibrahim, 80000 Johor Bahru, Johor.",Johor,地缘,279,Malaysia
新山广肇会馆,,Johor Bahru Kwong Siew Wai Kuan,"24-26, Jalan Siu Nam, 80000 Johor Bahru, Johor",Johor,地缘,279,Malaysia
新山永德会馆,Persatuan Eng Teck Assciation,,"37-A Jalan Kuning Dua, Taman Pelangi, 80400 Johor Bahru, Johor.",Johor,地缘,279,Malaysia
新山大马花园客家公会,Persatuan Hakka Johor Bahru,,"27A Jalan Bidik Satu, Taman Sri Tebrau, Taman Sri Tebrau, 80050 Johor Bohru, Johor.",Johor,地缘,279,Malaysia
新山福州十邑会馆,Persatuan Foochow Johor Bahru,Foochow Association Johor Bahru,"186B, Jalan Sri Pelangi , Taman Pelangi, 80400 Johor Bahru, Johor.",Johor,地缘,279,Malaysia
峇株巴辖同安郭氏公会,Persatuan Tong Ann Kerk Batu Pahat Johor,,"27A, Jalan Kundang 4, Taman Bukit Pasir, 83000 Batu pahat Johor.",Johor,血缘,280,Malaysia
峇株巴辖林氏宗祠,Persatuan Um Sz Chong Su,,"3 (3rd Floor) Jalan Fatimah, Batu Pahat, Johor.",Johor,血缘,280,Malaysia
永平闽南公会,,Ban Nao Association Yong Peng,"170 (1st Floor) Main Road, 82700 Yong Peng, Johor.",Johor,地缘,280,Malaysia
居銮属林氏宗亲会,Persatuan Um Daerah Kluang,,"69, (Tingkat 1), Jalan Um Swee Sim, Kluang Baru, 86000 Kluang, Johor.",Johor,血缘,280,Malaysia
笨珍陇西李氏公所,,The Lee Association Pontian,"355 Jalan Alsag Off, Pontian, Johor.",Johor,血缘,280,Malaysia
笨珍颖川公会,Persatuan Pontian Theng Chuan Association,,"677 (1st Floor) Jalan Taib ,82000 Pontian, Johor",Johor,血缘,280,Malaysia
笨珍林氏公会,,Lim Clan Association Pontian Johor,"164, Jalan Johor, 82000 Pontian, Johor",Johor,血缘,280,Malaysia
笨珍六桂堂,,Leok Kooi Tong Kongsi Pontian,"22-2 (Tingkat 3) Jalan Delima, Pusat Perdagangan, Jalan Kukup, 82000 Pontian, Johor.",Johor,血缘,280,Malaysia
古来县李氏公会,Persatuan Lee Kulai Johor,,"T-89 Jalan Lengkongan, 81000 Kulai, Johor.",Johor,血缘,280,Malaysia
峇株巴辖李沈宗祠,Persatuan Lee Sim Chong Shi Batu Pahat Johor,,"84, Bukit Pasir, 83000 Batu Pahat Johor.",Johor,血缘,280,Malaysia
居銮彭氏联宗会,Persatuan Kaum Pang Kluang Johor,,"29, Tingkat 1, Jalan Intan 7/3, Taman Intan, 86000 Kluang, Johor",Johor,血缘,280,Malaysia
